dataset,sample_id,image_path,gt_mask_path,pred_mask_path,lane_iou,lane_f1,lane_precision,lane_recall,lane_accuracy,lane_miou,pixel_accuracy,tp_pixels,fp_pixels,fn_pixels,tn_pixels
bdd100k_lane,b3a6f586-23d13c49,/shared/data/bdd100k/images/val/b3a6f586-23d13c49.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b3a6f586-23d13c49.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b3a6f586-23d13c49.png,0.20003075030750306,0.3333760409988596,0.3263105091547529,0.3407543216343635,0.3407543216343635,0.5943537741491791,0.9887087673611111,2602,5372,5034,908592
bdd100k_lane,b3a6f586-3ea7e1ad,/shared/data/bdd100k/images/val/b3a6f586-3ea7e1ad.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b3a6f586-3ea7e1ad.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b3a6f586-3ea7e1ad.png,0.17354846906365134,0.2957670239250863,0.21549140242940523,0.4713595583160799,0.4713595583160799,0.5832398074187218,0.9929416232638889,1366,4973,1532,913729
bdd100k_lane,b3a72605-98b37492,/shared/data/bdd100k/images/val/b3a72605-98b37492.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b3a72605-98b37492.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b3a72605-98b37492.png,0.1260776520941608,0.22392354889454733,0.24801539571806586,0.2040977927348312,0.2040977927348312,0.5552669884503743,0.9844911024305556,2062,6252,8041,905245
bdd100k_lane,b3a76bd5-4e7a1ce2,/shared/data/bdd100k/images/val/b3a76bd5-4e7a1ce2.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b3a76bd5-4e7a1ce2.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b3a76bd5-4e7a1ce2.png,0.02659644502962475,0.051814800563854804,0.04094871275086154,0.07053072625698321,0.07053072625698321,0.5092863839824951,0.9919780815972222,202,4731,2662,914005
bdd100k_lane,b3a7b21a-48bcf2b8,/shared/data/bdd100k/images/val/b3a7b21a-48bcf2b8.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b3a7b21a-48bcf2b8.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b3a7b21a-48bcf2b8.png,0.12978482446206113,0.22975140336785846,0.13190607734806628,0.8897515527950304,0.8897515527950304,0.560718385066175,0.9916623263888888,1146,7542,142,912770
bdd100k_lane,b3a84a0f-0fb529e1,/shared/data/bdd100k/images/val/b3a84a0f-0fb529e1.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b3a84a0f-0fb529e1.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b3a84a0f-0fb529e1.png,0.10668380462724933,0.19279907084741632,0.14168658245134855,0.30159883720930214,0.30159883720930214,0.5514557448099745,0.9962293836805556,415,2514,961,917710
bdd100k_lane,b3a84a0f-61844c69,/shared/data/bdd100k/images/val/b3a84a0f-61844c69.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b3a84a0f-61844c69.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b3a84a0f-61844c69.png,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0,0,0,921600
bdd100k_lane,b3a87019-ba714074,/shared/data/bdd100k/images/val/b3a87019-ba714074.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b3a87019-ba714074.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b3a87019-ba714074.png,0.04319221967963386,0.08280778722212419,0.048521850899742924,0.2822429906542054,0.2822429906542054,0.5179653627851181,0.9927408854166667,302,5922,768,914608
bdd100k_lane,b3a9281a-74ae5b60,/shared/data/bdd100k/images/val/b3a9281a-74ae5b60.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b3a9281a-74ae5b60.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b3a9281a-74ae5b60.png,0.0,0.0,0.0,0.0,0.0,0.4965630425347222,0.9931260850694444,0,0,6335,915265
bdd100k_lane,b3a9281a-75473a1b,/shared/data/bdd100k/images/val/b3a9281a-75473a1b.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b3a9281a-75473a1b.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b3a9281a-75473a1b.png,0.17695593088720635,0.30070103092742134,0.21242134700536,0.5145357042054755,0.5145357042054755,0.5838686960228632,0.9907996961805555,1823,6759,1720,911298
bdd100k_lane,b3a9281a-8b4f26f1,/shared/data/bdd100k/images/val/b3a9281a-8b4f26f1.jpg,/shared/data/bdd100k/ll_seg_annotations/val/b3a9281a-8b4f26f1.png,/home/karthikab/Projects/road-readiness-framework/outputs/clrernet_full/masks/b3a9281a-8b4f26f1.png,0.27254700352526434,0.4283488197605677,0.40780219780219773,0.45107572626716896,0.45107572626716896,0.6308779691873425,0.9892523871527777,3711,5389,4516,907984
